lon,lat,Number,Name,Issued,Expiration,Capacity,Company,Waterway,State
-72.5428968,42.8136064,2077,FIFTEEN MILE FALLS,4/8/2002,3/31/1942,319960,TRANSCANADA HYDRO NORTHEAST INC.,CONNECTICUT RIVER VT,VT
-72.7071299,42.1249649,2631,WORONOCO,4/30/2002,3/31/1942,2700,"WORONOCO HYDRO, LLC",WESTFIELD RIVER MA,MA
-115.4088381,43.7948375,11541,ATLANTA POWER STATION,5/9/2002,4/30/1932,187,ATLANTA POWER COMPANY INC. (ID),Middle Fork Boise River ID,ID
-80.8435158,33.8764951,1895,COLUMBIA,5/30/2002,4/30/1942,10600,"CITY OF COLUMBIA, SC",CONGAREE RIVER SC,SC
-90.1542947,44.570007,11162,PRAIRIE DU SAC,6/27/2002,5/31/1932,27337,WISCONSIN POWER & LIGHT CO (WI),WISCONSIN RIVER WI,WI
-73.9242251,41.1896081,2482,HUDSON RIVER,9/25/2002,8/31/1942,81600,"ERIE BOULEVARD HYDROPOWER, L.P.",HUDSON RIVER NY,NY
-73.8635919,43.3145338,12252,GREAT SACANDAGA LAKE,9/25/2002,8/31/1942,0,HUDSON/BLACK RIVERS REG DIST (NY),SACANDAGA RIVER NY,NY
-73.8635919,43.3145338,2318,E. J. WEST,9/25/2002,8/31/1942,20000,"ERIE BOULEVARD HYDROPOWER, L.P.",SACANDAGA RIVER NY,NY
-73.9242251,41.1896081,2554,FEEDER DAM,9/25/2002,8/31/1942,6000,"ERIE BOULEVARD HYDROPOWER, L.P.",HUDSON RIVER NY,NY
-73.8635919,43.3145338,2047,STEWARTS BRIDGE,9/25/2002,8/31/1942,30000,"ERIE BOULEVARD HYDROPOWER, L.P.",SACANDAGA RIVER NY,NY
-74.4310057,44.413875,10461,WEST BRANCH ST. REGIS RIVER,9/27/2002,8/31/1942,6800,"ERIE BOULEVARD HYDROPOWER, L.P.",WEST BRANCH ST. REGIS RIVER NY,NY
-87.4227674,46.5686095,2589,MARQUETTE,10/4/2002,9/30/1942,3900,MARQUETTE CITY OF (MI),DEAD RIVER MI,MI
-87.4227674,46.5686095,10855,DEAD RIVER,10/4/2002,9/30/1942,11200,UPPER PENINSULA POWER CO (MI),DEAD RIVER MI,MI
-135.2853853,59.3880976,11588,KASIDAYA CREEK,10/15/2002,9/30/1952,3000,ALASKA POWER AND TELEPHONE CO.,KASIDAYA CREEK AK,AK
-74.9105527,44.0711032,6059,FOWLER #7,10/30/2002,10/31/1932,900,HYDRO DEVELOPMENT GROUP INC (NY),OSWEGATCHIE RIVER NY,NY
-74.9105527,44.0711032,6058,HAILESBORO NO 4,10/30/2002,12/31/1932,1900,HYDRO DEVELOPMENT GROUP INC (NY),OSWEGATCHIE RIVER NY,NY
-121.5785957,40.9896059,2661,HAT CREEK,11/4/2002,10/31/1932,20000,PACIFIC GAS AND ELECTRIC CO (C,HAT CREEK CA,CA
-73.5915847,42.7683513,2616,HOOSIC,11/6/2002,10/30/1942,18500,"ERIE BOULEVARD HYDROPOWER, L.P.",HOOSIC R NY,NY
-111.5958024,40.1581476,2031,BARTHOLOMEW,12/17/2002,11/30/1932,2000,SPRINGVILLE CITY OF (UT),HOBBLE CREEK UT,UT
-71.0175754,44.7936633,11834,UPPER & MIDDLE DAMS STORAGE,12/19/2002,11/30/1952,0,"BROOKFIELD WHITE PINE HYDRO, LLC.",RAPID RIVER ME,ME
-92.9175955,33.65041,271,CARPENTER-REMMEL,12/30/2002,2/28/1953,65300,"ENTERGY, ARKANSAS, INC. (AR)",OUACHITA RIVER AR,AR
-91.1790093,45.1785875,2670,DELLS,12/31/2002,9/30/1933,11600,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,WI
-91.1790093,45.1785875,1982,HOLCOMBE,12/31/2002,9/30/1933,33750,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,WI
-91.1790093,45.1785875,2567,WISSOTA,12/31/2002,9/30/1933,40380,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,WI
-106.697557,39.525014,6418,A J ALLEN,1/2/2003,7/31/1933,8,BURFORD JUDITH A,EAST BRUSH CREEK CO,CO
-106.3361773,39.5303887,3410,WOODS LAKE,2/20/2003,1/31/1933,45,WOODS LAKE HYDRO CO (CO),LIME CREEK CO,CO
-88.1436563,44.8721135,1981,STILES,2/26/2003,1/31/1933,1000,OCONTO ELECTRIC COOP (WI),OCONTO RIVER WI,WI
-122.3705647,40.7562607,2687,PIT NO. 1,3/19/2003,2/28/1943,69300,PACIFIC GAS AND ELECTRIC CO (C,PIT RIVER CA,CA
-112.7258346,37.8827178,2782,RED CREEK,4/11/2003,3/31/1933,500,PAROWAN CITY CORP (UT),SOUTH FORK RED CREEK UT,UT
-86.467916,42.1114673,401,MOTTVILLE,4/17/2003,9/17/1933,1750,INDIANA MICHIGAN POWER CO (IN),ST JOSEPH RIVER MI,MI
-90.3668194,38.342773,346,BLANCHARD,5/29/2003,8/24/1943,18000,"ALLETE, INC",MISSISSIPPI RIVER MN,MN
-116.7982241,34.1583617,1932,LYTLE CREEK,6/25/2003,5/31/1933,500,SOUTHERN CALIFORNIA EDISON CO (CA),SANTA ANA RIVER CA,CA
-116.7982241,34.1583617,1933,SANTA ANA RIVER 1 & 3,7/8/2003,6/30/1933,6300,SOUTHERN CALIFORNIA EDISON CO (CA),SANTA ANA RIVER CA,CA
-122.2522299,37.4170166,1934,MILL CREEK 2/3,7/22/2003,6/30/1933,3000,SOUTHERN CALIFORNIA EDISON CO (CA),MOUNTAIN HOME CREEK CA,CA
-69.8389992,43.9931655,2365,ANSON,7/25/2003,4/30/1954,9000,MADISON PAPER INDUSTRIES INC (ME),KENNEBEC RIVER ME,ME
-113.6896477,47.4141182,2652,BIGFORK,7/25/2003,6/30/1953,4150,PACIFICORP (OR),SWAN RIVER MT,MT
-69.8389992,43.9931655,2364,ABENAKI,7/25/2003,4/30/1954,18800,MADISON PAPER INDUSTRIES INC (ME),KENNEBEC RIVER ME,ME
-88.7878678,43.7844397,2192,BIRON,7/30/2003,6/30/1933,6232,CONSOLIDATED WATER POWER CO (WI),WISCONSIN R WI,WI
-90.1542947,44.570007,2110,STEVENS POINT,7/30/2003,6/30/1933,3840,CONSOLIDATED WATER POWER CO (WI),WISCONSIN RIVER WI,WI
-74.9105527,44.0711032,7000,NEWTON FALLS,8/13/2003,1/31/1944,2220,"ERIE BOULEVARD HYDROPOWER, L.P.",OSWEGATCHIE RIVER NY,NY
-90.1542947,44.570007,2161,RHINELANDER,8/20/2003,7/31/1933,2120,"SPECIALTY PAPERS ACQUISITION, LLC",WISCONSIN RIVER WI,WI
-89.4535198,46.6379098,1864,BOND FALLS,8/20/2003,7/31/1943,12000,UPPER PENINSULA POWER CO (MI),W BR ONTONAGON R MI,MI
-150.2969676,62.8726226,201,BLIND SLOUGH,8/27/2003,11/12/1934,2000,PETERSBURG CITY OF (AK),CRYSTAL CREEK AK,AK
-120.5554499,38.0271613,2699,ANGELS,9/3/2003,8/31/1933,1400,UTICA WATER & POWER AUTHORITY,ANGELS CREEK CA,CA
-122.4132939,37.7298955,11563,UPPER UTICA,9/3/2003,8/31/1933,0,NORTHERN CALIFORNIA POWER AGNY (CA),SILVER CR CA,CA
-121.7822278,37.2896489,2019,UTICA,9/3/2003,8/31/1933,4500,UTICA WATER & POWER AUTHORITY,SILVER CREEK CA,CA
-123.6314412,40.9395774,1354,CRANE VALLEY,9/16/2003,8/31/1943,28700,PACIFIC GAS AND ELECTRIC CO (C,WILLOW CREEK CA,CA
-86.467916,42.1114673,11797,THREE RIVERS,9/24/2003,11/30/1936,900,GRANDE POINTE POWER CORPORATION,ST. JOSEPH RIVER MI,MI
-70.4482999,43.8295323,2931,GAMBO,10/2/2003,9/30/1943,1900,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,ME
-70.4482999,43.8295323,2932,MALLISON FALLS,10/2/2003,9/30/1943,800,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,ME
-86.2149135,43.705521,3516,HART,10/2/2003,9/30/1943,320,HART CITY OF (MI),SOUTH BRANCH PENTWATER RIVER MI,MI
-70.4482999,43.8295323,2897,SACCARAPPA,10/2/2003,9/30/1943,1350,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,ME
-70.4482999,43.8295323,2942,DUNDEE,10/2/2003,9/30/1943,2400,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,ME
-70.4482999,43.8295323,2941,LITTLE FALLS,10/2/2003,9/30/1943,1000,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,ME
-83.3067357,42.1079123,5334,FORD LAKE,10/9/2003,9/30/1933,1920,CHARTER TOWNSHIP OF YPSILANTI,HURON RIVER MI,MI
-76.1801153,44.279912,2000,ST. LAWRENCE - FDR,10/23/2003,9/30/1953,912000,NEW YORK POWER AUTHORITY,ST. LAWRENCE RIVER NY,NY
-111.0937311,39.3209801,1273,CENTER CREEK,11/12/2003,12/31/1934,600,PAROWAN CITY CORP (UT),CENTER CREEK (AKA PAROWAN CR) UT,UT
-124.0653778,43.6951262,1927,NORTH UMPQUA,11/18/2003,10/31/1938,194210,PACIFICORP (OR),UMPQUA RIVER OR,OR
-71.9295519,44.8131881,2306,CLYDE RIVER,11/21/2003,10/31/1943,4675,GREAT BAY HYDRO CORP,CLYDE RIVER VT,VT
-86.467916,42.1114673,2964,STURGIS DAM,11/28/2003,11/30/1936,2720,STURGIS CITY OF (MI),ST. JOSEPH RIVER MI,MI
-120.5101643,37.4383158,2017,BIG CREEK NO 4,12/4/2003,11/30/1939,98822,SOUTHERN CALIFORNIA EDISON CO (CA),SAN JOAQUIN RIVER CA,CA
-69.526358,44.0614978,11566,DAMARISCOTTA MILLS,12/4/2003,11/30/1933,460,KEI (MAINE) POWER MGMT (IV) LLC,DAMARISCOTTA RIVER ME,ME
-111.7548696,42.4253812,20,BEAR RIVER,12/22/2003,11/30/1933,77450,PACIFICORP (OR),BEAR RIVER ID,ID
-133.9714786,58.2325205,12379,LAKE DOROTHY,12/24/2003,11/30/1953,14300,ALASKA ELECTRIC LIGHT&POWER CO (AK),LAKE DOROTHY AK,AK
-69.8389992,43.9931655,2142,INDIAN POND,1/14/2004,10/31/1936,76400,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,ME
-90.3668194,38.342773,2056,ST. ANTHONY FALLS,3/8/2004,2/28/1934,14245,NORTHERN STATES POWER CO (MN),MISSISSIPPI RIVER MN,MN
-71.998739,44.4946501,3090,VAIL,3/11/2004,2/28/1934,350,LYNDONVILLE VILLAGE OF (VT),PASSUMPSIC RIVER VT,VT
-70.19198,45.3248308,2612,FLAGSTAFF STORAGE,3/30/2004,2/29/1936,0,"BROOKFIELD WHITE PINE HYDRO, LLC.",DEAD RIVER ME,ME
-79.9230576,37.2530396,2009,ROANOKE RAPIDS & GASTON,3/31/2004,2/29/1944,329000,VIRGINIA ELECTRIC & POWER CO (VA),ROANOKE RIVER VA,VA
-69.395772,44.7330297,11472,BURNHAM,4/7/2004,10/31/1936,1050,KEI (MAINE) POWER MGMT (II) LLC,SEBASTICOOK RIVER ME,ME
-91.1214758,47.8840242,469,WINTON,4/15/2004,3/31/1944,4000,"ALLETE, INC",KAWISHIWI RIVER MN,MN
-90.4463422,45.9348,1960,FLAMBEAU,4/15/2004,1/31/1937,16320,DAIRYLAND POWER COOP (WI),FLAMBEAU RIVER WI,WI
-76.8951551,38.2296559,2517,DAM NO. 5 HYDRO STATION,5/12/2004,4/30/1934,1210,"PE HYDRO GENERATION, LLC.",POTOMAC RIVER WV,WV
-76.8951551,38.2296559,2516,DAM NO. 4 HYDRO STATION,5/12/2004,4/30/1934,1900,"PE HYDRO GENERATION, LLC.",POTOMAC RIVER WV,WV
-121.5348432,45.8856883,719,TRINITY,5/27/2004,5/31/1944,240,TRINITY CONSERVANCY INC (WA),PHELPS CREEK WA,WA
-71.9295519,44.8131881,7725,BARTON VILLAGE,6/9/2004,10/1/1943,1400,BARTON VILLAGE INC (VT),CLYDE RIVER VT,VT
-73.1128313,41.1942347,2576,HOUSATONIC RIVER PROJECT (PS&CON),6/23/2004,5/31/1944,114900,FIRSTLIGHT HYDRO GENERATING CO.,HOUSATONIC RIVER CT,CT
-121.8253495,47.5268428,2493,SNOQUALMIE FALLS,6/29/2004,5/31/1944,54400,"PUGET SOUND ENERGY, INC.(WA)",SNOQUALMIE RIVER WA,WA
-117.050991,46.399883,2055,C J STRIKE,8/4/2004,7/31/1934,82800,IDAHO POWER CO (ID),Snake River ID,ID
-117.050991,46.399883,2777,UPPER SALMON FALLS,8/4/2004,7/31/1934,34500,IDAHO POWER CO (ID),SNAKE RIVER ID,ID
-117.050991,46.399883,2061,LOWER SALMON FALLS,8/4/2004,7/31/1934,60000,IDAHO POWER CO (ID),SNAKE RIVER ID,ID
-117.050991,46.399883,1975,BLISS,8/4/2004,7/31/1934,68850,IDAHO POWER CO (ID),SNAKE RIVER ID,ID
-117.050991,46.399883,2778,SHOSHONE FALLS,8/4/2004,7/31/1934,60875,IDAHO POWER CO (ID),SNAKE RIVER ID,ID
-73.7423632,44.45838,2835,RAINBOW FALLS,8/18/2004,7/31/1944,2640,NEW YORK STATE ELEC & GAS CORP (NY),BLACK BROOK NY,NY
-118.7646661,36.1393215,372,LOWER TULE RIVER,9/3/2004,8/31/1934,2520,SOUTHERN CALIFORNIA EDISON CO (CA),MIDDLE FORK TULE RIVER CA,CA
-79.4327929,41.1834342,309,PINEY,9/3/2004,8/31/1934,29080,BROOKFIELD POWER PINEY & DEEP CREEK,CLARION RIVER PA,PA
-78.8044748,41.1450617,11659,FALLS CREEK,10/29/2004,9/30/1954,800,"ALASKA POWER COMPANY, INC.",FALLS CREEK (A.K.A. KAHTAHEENA R.) AK,AK
-111.7256723,43.9197482,1413,BUFFALO RIVER,11/5/2004,10/31/1944,250,FALL RIVER RURAL ELEC COOP INC (ID),HENRY'S FORK RIVER ID,ID
-90.3668194,38.342773,362,FORD,11/18/2004,10/31/1934,17920,"TWIN CITIES HYDRO, LLC.",MISSISSIPPI RIVER MN,MN
-76.4898849,43.4419838,2474,OSWEGO RIVER,11/30/2004,10/31/1944,18050,"ERIE BOULEVARD HYDROPOWER, L.P.",OSWEGO RIVER NY,NY
-69.733073,45.9107271,2634,STORAGE,12/22/2004,11/30/1954,0,GREAT LAKES HYDRO AMERICA. LLC.,WEST BRANCH PENOBSCOT RIVER ME,ME
-84.8468377,30.6783681,2177,MIDDLE CHATTAHOOCHEE,12/27/2004,12/31/1934,129300,GEORGIA POWER CO (GA),CHATTAHOOCHEE RIVER GA,GA
-87.6744719,45.1246776,2720,STURGEON FALLS,1/6/2005,12/31/1934,5136,NORWAY CITY OF (MI),MENOMINEE RIVER WI,WI
-90.1542947,44.570007,2180,GRANDMOTHER FALLS,1/6/2005,12/31/1934,3000,PCA HYDRO INC (IL),WISCONSIN RIVER WI,WI
-84.2252449,35.6162192,2169,BROOKFIELD SMOKY MOUNTAIN,1/25/2005,2/28/1945,377700,BROOKFIELD SMOKY MOUNTAIN HYD LLC,LITTLE TENNESSEE RIVER TN,TN
-69.8389992,43.9931655,2574,LOCKWOOD,3/4/2005,10/31/1936,6915,MERIMIL LTD PARTNERSHIP (ME),KENNEBEC RIVER ME,ME
-90.1542947,44.570007,1979,ALEXANDER,3/4/2005,2/28/1935,4200,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,WI
-88.499783,42.2322218,4914,DE PERE,3/10/2005,2/28/1935,1080,"THILMANY, LLC.",FOX RIVER WI,WI
-114.8804807,42.8650433,2726,UPPER AND LOWER MALAD,3/25/2005,2/28/1935,21770,IDAHO POWER CO (ID),MALAD RIVER ID,ID
-90.1542947,44.570007,2207,MOSINEE,4/7/2005,3/31/1935,3050,"SPECIALTY PAPERS ACQUISITION, LLC",WISCONSIN RIVER WI,WI
-89.1561037,44.6180088,12449,BIG FALLS MILLDAM,4/26/2005,3/31/1935,350,NESHKORO POWER ASSOCIATES (WI),LITTLE WOLF RIVER WI,WI
-91.7514762,45.2433524,2697,CEDAR FALLS,5/4/2005,4/30/1935,6000,NORTHERN STATES POWER CO (WI),RED CEDAR RIVER WI,WI
-91.7514762,45.2433524,2181,MENOMONIE,5/25/2005,4/30/1935,5400,NORTHERN STATES POWER CO (WI),RED CEDAR RIVER WI,WI
-88.499783,42.2322218,287,DAYTON,6/1/2005,5/31/1935,3680,"MIDWEST HYDRO, LLC",FOX RIVER IL,IL
-112.0172372,38.5424981,632,LOWER MONROE,6/2/2005,1/31/1936,250,MONROE CITY CITY OF (UT),MONROE CREEK UT,UT
-72.6024229,44.5614046,2205,LAMOILLE,6/20/2005,5/31/1935,21050,GREEN MOUNTAIN POWER CORP (VT),LAMOILLE RIVER VT,VT
-121.0368091,45.179809,2030,PELTON ROUND BUTTE,6/21/2005,5/31/1955,370650,CONFED TRIBES OF WARM SPRINGS RES'N,DESCHUTES RIVER OR,OR
-75.3523764,41.2444622,487,WALLENPAUPACK,7/8/2005,6/30/1945,44000,"PPL HOLTWOOD, LLC.",WALLENPAUPACK CREEK PA,PA
-117.3788024,48.8542914,2042,BOX CANYON,7/11/2005,6/30/1955,72000,PUD NO 1 OF PEND OREILLE CNTY (WA),PEND OREILLE RIVER WA,WA
-90.3578038,46.1848436,2064,WINTER,8/12/2005,7/31/1945,600,FLAMBEAU HYDRO LLC.,EAST FORK CHIPPEWA RIVER WI,WI
-88.468532,44.264034,7264,MIDDLE APPLETON DAM,8/31/2005,7/31/1935,1190,"N.E.W. HYDRO, LLC.",LOWER FOX RIVER WI,WI
-88.5253353,37.060704,289,OHIO FALLS,10/27/2005,10/31/1945,100656,LOUISVILLE GAS & ELECTRIC CO (KY),OHIO RIVER KY,KY
-74.5262491,43.906166,7387,PIERCEFIELD,10/27/2005,10/31/1945,2700,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,NY
-81.0505751,32.029756,2935,ENTERPRISE MILL,11/17/2005,10/31/1955,1200,"MELAVER/ENTERPRISE MILL, LLC.",SAVANNAH RIVER GA,GA
-81.0505751,32.029756,5044,SIBLEY MILL,11/17/2005,10/31/1955,2475,AUGUSTA CANAL AUTHORITY,SAVANNAH RIVER GA,GA
-68.8178022,44.4455184,2710,ORONO,12/8/2005,3/31/1948,6518,"BLACK BEAR DEVELOPMENT HOLDINGS,LLC",STILLWATER BRANCH PENOBSCOT RIVER ME,ME
-122.9317474,44.8384338,2233,WILLAMETTE FALLS,12/8/2005,11/30/1935,16680,PORTLAND GENERAL ELECTRIC CO (OR),WILLAMETTE RIVER OR,OR
-86.215317,42.6766908,6514,CITY OF MARSHALL,12/22/2005,11/30/1935,319,MARSHALL CITY OF (MI),KALAMAZOO RIVER MI,MI
-73.8889137,44.5917944,2738,SARANAC RIVER,1/19/2006,4/12/1946,38910,NEW YORK STATE ELEC & GAS CORP (NY),SARANAC RIVER NY,NY
-119.7347688,38.2959885,2005,BEARDSLEY/DONNELLS,1/30/2006,12/31/1946,82500,OAKDALE & SOUTH SAN JOAQUIN IRR DIS,MIDDLE FORK STANISLAUS RIVER CA,CA
-144.4530308,62.7696543,620,CHIGNIK,2/8/2006,1/31/1936,60,"CITY OF CHIGNIK, AK",INDIAN CREEK AK,AK
-120.9354108,37.762374,2067,TULLOCH,2/16/2006,12/31/1946,24100,OAKDALE & SOUTH SAN JOAQUIN IRR DIS,STANISLAUS RIVER CA,CA
-90.3668194,38.342773,12451,Lower St. Anthony Falls,2/21/2006,1/31/1956,8980,"SAF HYDROELECTRIC, LLC.",MISSISSIPPI RIVER MN,MN
-119.4179324,36.778261,2118,DONNELLS-CURTIS T. L.,3/3/2006,12/31/1946,0,PACIFIC GAS AND ELECTRIC CO (C, CA,CA
-118.4538736,35.8075701,382,BOREL,5/17/2006,4/30/1946,12000,SOUTHERN CALIFORNIA EDISON CO (CA),KERN RIVER CA,CA
-85.7058365,32.1404025,2586,CONECUH RIVER,6/22/2006,5/31/1936,8250,"POWERSOUTH ENERGY COOPERATIVE, INC",CONECUH RIVER AL,AL
-76.087894,43.5427297,7321,MACOMB,6/23/2006,11/30/1941,1000,"ERIE BOULEVARD HYDROPOWER, L.P.",SALMON RIVER NY,NY
-92.2616245,45.6051012,9185,CLAM RIVER,7/24/2006,3/31/1937,1200,FLAMBEAU HYDRO LLC.,CLAM RIVER WI,WI
-112.0688863,47.5992918,12597,LOWER TURNBULL DROP,7/28/2006,6/30/1956,7700,"TURNBULL HYDRO, LLC.",SPRING VALLEY CANAL MT,MT
-112.0688863,47.5992918,12598,UPPER TURNBULL DROP,7/28/2006,6/30/1956,5300,"TURNBULL HYDRO, LLC.",SPRING VALLEY CANAL MT,MT
-95.294444,35.792222,2183,MARKHAM FERRY,8/9/2006,7/31/1936,127500,GRAND RIVER DAM AUTHORITY (OK),GRAND RIVER OK,OK
-71.3824374,42.4072107,7758,HOLYOKE NUMBER 4,8/15/2006,8/31/1939,750,HOLYOKE CITY OF (MA),HOLYOKE CANAL SYSTEM MA,MA
-91.1879079,43.0877608,9184,DANBURY DAM,9/5/2006,6/9/1937,1076,FLAMBEAU HYDRO LLC.,YELLOW RIVER WI,WI
-121.0369469,38.7639842,184,EL DORADO,10/18/2006,9/30/1946,21000,EL DORADO IRRIGATION DISTRICT (CA),SOUTH FORK OF THE AMERICAN RIVER CA,CA
-120.3377317,48.0269741,637,LAKE CHELAN,11/6/2006,10/31/1956,59200,PUD NO 1 OF CHELAN COUNTY (WA),LAKE CHELAN WA,WA
-69.8695642,43.9703225,2283,GULF ISLAND - DEER RIPS,1/19/2007,12/31/1948,37232,"BROOKFIELD WHITE PINE HYDRO, LLC.",ANDROSCOGGIN RIVER ME,ME
-75.0040449,43.0114592,2539,SCHOOL STREET,2/15/2007,1/31/1947,38800,"ERIE BOULEVARD HYDROPOWER, L.P.",MOHAWK R NY,NY
-79.0362544,43.0675083,2216,ROBERT MOSES-NIAGARA (PS&CON),3/15/2007,8/31/1957,2755500,NEW YORK POWER AUTHORITY,NIAGARA RIVER NY,NY
-91.9099238,38.3853377,459,OSAGE,3/30/2007,2/28/1947,242590,UNION ELECTRIC CO (MO),OSAGE MO,MO
-72.7664614,43.6424759,12766,Clay Hill Road Line 66 Transmission,5/15/2007,11/30/2021,0,GREEN MOUNTAIN POWER CORP (VT),OTTAUQUECHEE RIVER VT,VT
-70.8565892,42.81182,1893,MERRIMACK RIVER,5/18/2007,4/30/1947,29900,PUBLIC SERVICE CO OF NH (NH),MERRIMACK RIVER NH,NH
-122.3705647,40.7562607,233,"PIT 3, 4, & 5",7/2/2007,6/30/1943,315210,PACIFIC GAS AND ELECTRIC CO (C,PIT RIVER CA,CA
-146.252691,61.1244742,2230,BLUE LAKE,7/10/2007,3/31/1938,7540,SITKA CITY OF & BOROUGH OF (AK),SAWMILL CR AK,AK
-135.3279937,59.4307859,1051,SKAGWAY-DEWEY LAKES,8/17/2007,8/29/1937,943,ALASKA POWER & TELEPHONE CO (WA),SNYDER CREEK AK,AK
-149.666802,60.4139216,2170,COOPER LAKE,8/24/2007,7/31/1957,19380,CHUGACH ELECTRIC ASSN INC (AK),KENAI LAKE AK,AK
-111.4750658,38.0124517,2219,BOULDER CREEK,8/31/2007,6/30/1940,4300,"GARKANE ENERGY COOPERATIVE, INC.",WEST FORK BOULDER CREEK UT,UT
-86.7592355,40.6933273,12514,NORWAY-OAKDALE,10/2/2007,9/30/1937,16400,NORTHERN INDIANA PUBLIC SERVICE CO.,TIPPECANOE RIVER IN,IN
-109.6042085,45.34069,2301,MYSTIC LAKE,12/17/2007,12/31/1950,12000,"PP&L MONTANA, LLC",WEST ROSEBUD CREEK MT,MT
-123.1719976,42.435954,2630,"PROSPECT NOS. 1,2, AND 4",4/8/2008,3/31/1938,41560,PACIFICORP (OR),ROGUE RIVER OR,OR
-123.8018909,46.2453111,2114,PRIEST RAPIDS,4/17/2008,3/31/1952,1410000,PUD NO 2 OF GRANT COUNTY (WA),COLUMBIA RIVER WA,WA
-93.6176127,41.5966814,925,OTTUMWA,4/30/2008,4/30/1938,3200,OTTUMWA CITY OF (IA),DES MOINES RIVER IA,IA
-84.8468377,30.6783681,2237,MORGAN FALLS,5/22/2008,2/28/1939,16800,GEORGIA POWER CO (GA),CHATTAHOOCHEE RIVER GA,GA
-76.6181655,37.0686965,906,CUSHAW,6/13/2008,6/15/1938,7500,VIRGINIA ELECTRIC & POWER CO (VA),JAMES RIVER VA,VA
-88.5253353,37.060704,12667,MELDAHL,6/25/2008,5/21/1958,105000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER OH,OH
-122.7698709,45.8582816,935,MERWIN,6/26/2008,5/31/1958,136000,PACIFICORP (OR),LEWIS RIVER WA,WA
-122.7698709,45.8582816,2213,SWIFT NO 2,6/26/2008,5/31/1958,66800,PUD NO 1 OF COWLITZ COUNTY (WA),LEWIS RIVER WA,WA
-122.6072,45.8388763,2111,SWIFT NO. 1,6/26/2008,5/31/1958,240000,PACIFICORP (OR),NORTH FORK LEWIS RIVER WA,WA
-122.6072,45.8388763,2071,YALE,6/26/2008,5/31/1958,134000,PACIFICORP (OR),North Fork Lewis River WA,WA
-111.7256723,43.9197482,11879,Chester Diversion Dam,7/23/2008,6/30/1948,3300,FALL RIVER RURAL ELEC COOP INC (ID),Henry's Fork River Id,Id
-111.579126,41.6018821,946,HYRUM,8/1/2008,7/31/1938,400,HYRUM CITY CORP (UT),BLACKSMITH FORK RIVER UT,UT
-70.868548,43.8023808,2194,BAR MILLS,8/26/2008,7/31/1948,4000,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,ME
-118.7871166,34.4122568,2153,SANTA FELICIA,9/12/2008,8/31/1948,1420,UNITED WATER CONSERVATION DIST (CA),PIRU CREEK CA,CA
