Number,Name,Status,Capacity,Company,Waterway,lon,lat,Issued,Expiration
6032,MECHANICVILLE,Expired,4500,ALBANY ENGINEERING CORP,HUDSON RIVER NY,-73.9242251,41.1896081,6/9/1993,5/31/1943
2425,LURAY AND NEWPORT,Active,3000,"PE HYDRO GENERATION, LLC.",SOUTH FORK OF THE SHENANDOAH RIVER VA,-78.2052556,38.9142471,6/9/1993,12/31/2023
2373,ROCKTON,Active,1100,"MIDWEST HYDRO, LLC",ROCK RIVER IL,-89.8145749,42.141888,9/30/1993,12/31/2023
2361,PRAIRIE RIVER,Active,1084,"ALLETE, INC",PRAIRIE RIVER MN,-93.0653087,46.795237,9/30/1993,12/31/2023
10661,CONSTANTINE,Active,1200,INDIANA MICHIGAN POWER CO (IN),ST. JOSEPH RIVER MI,-86.467916,42.1114673,10/20/1993,9/30/2023
2532,LITTLE FALLS,Active,4720,"ALLETE, INC",MISSISSIPPI RIVER MN,-90.3668194,38.342773,10/27/1993,12/31/2023
2454,SYLVAN,Active,1800,"ALLETE, INC",GULL RIVER MN,-94.6480341,47.5913421,10/29/1993,12/31/2023
10440,BLACK BEAR LAKE,Expired,4500,B B L HYDRO INC. (AK),BLACK BEAR LAKE AK,-132.8652068,55.5472599,11/9/1993,10/31/1943
11426,BLACKSTONE MILL,Active,65,"KECK, T. A. AND H. S.",EAST MAHANTANGO CREEK PA,-76.7796291,40.6377307,11/18/1993,10/31/2023
2519,NORTH GORHAM,Expired,2190,"BROOKFIELD WHITE PINE HYDRO, LLC.",PRESUMPSCOT R ME,-70.259272,43.6902599,11/22/1993,12/31/1934
2544,MEYERS FALLS,Active,1200,"HYDRO TECHNOLOGY SYSTEM, INC.",COLVILLE RIVER WA,-117.8778138,48.4498403,12/10/1993,12/31/2023
2367,AROOSTOOK RIVER,Expired,800,ALGONQUIN NORTHERN MAINE GEN.CO.,MILLINOCKET STREAM ME,-68.6842011,45.6258843,12/13/1993,12/31/1943
2446,DIXON,Active,3200,STS HYDROPOWER LTD (IL),ROCK RIVER IL,-89.8145749,42.141888,12/28/1993,12/31/2023
1333,TULE RIVER,Expired,6750,PACIFIC GAS AND ELECTRIC CO (C,TULE RIVER NORTH & MIDDLE FORKS CA,-118.8116724,36.1332893,12/30/1993,7/31/1933
10684,Moores Park,Active,600,"LANSING, CITY OF (MI)",GRAND RIVER MI,-84.4737018,42.7343725,1/5/1994,12/31/2023
2440,CHIPPEWA FALLS,Expired,21600,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,-91.1790093,45.1785875,1/14/1994,12/31/1933
2407,YATES AND THURLOW,Expired,125600,ALABAMA POWER CO (AL),TALLAPOOSA RIVER AL,-85.3536658,33.612762,2/3/1994,1/31/1934
2376,REUSENS,Active,12500,APPALACHIAN POWER CO (VA),JAMES RIVER VA,-76.6181655,37.0686965,3/18/1994,2/29/2024
2466,NIAGARA,Active,2400,APPALACHIAN POWER CO (VA),ROANOKE RIVER VA,-79.9230576,37.2530396,3/25/1994,2/29/2024
2514,BYLLESBY & BUCK,Active,30100,APPALACHIAN POWER CO (VA),NEW RIVER VA,-80.590641,37.1377082,3/28/1994,2/29/2024
2392,GILMAN,Active,4850,"AMPERSAND GILMAN HYDRO, LP",CONNECTICUT RIVER VT,-72.5428968,42.8136064,4/13/1994,3/31/2024
2420,CUTLER,Active,30000,PACIFICORP (OR),BEAR RIVER UT,-111.026297,41.3841121,4/29/1994,3/31/2024
2689,OCONTO FALLS,Active,1810,"N.E.W. HYDRO, LLC.",OCONTO RIVER WI,-88.1436563,44.8721135,5/11/1994,4/30/2024
10615,TOWER AND KLEBER,Active,1760,TOWER KLEBER LIMITED PARTNERSHIP,BLACK RIVER MI,-83.3033012,44.8172349,5/12/1994,4/30/2024
2711,TREGO,Active,1200,NORTHERN STATES POWER CO (MN),NAMEKAGON RIVER WI,-92.0341043,46.0340108,6/2/1994,11/30/2025
2348,BELOIT,Active,480,"MIDWEST HYDRO, LLC",ROCK RIVER WI,-88.6410193,43.4010256,6/23/1994,5/31/2024
2561,NIANQUA,Active,3000,SHO-ME POWER ELECTRIC COOP (MO),NIANGUA RIVER MO,-92.8060184,37.9608684,6/30/1994,6/1/2024
2451,ROGERS,Expired,5418,CONSUMERS ENERGY CO (MI),MUSKEGON RIVER MI,-85.9540653,43.3422691,7/15/1994,6/30/1934
2447,ALCONA,Expired,8000,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,-84.5928857,44.499952,7/15/1994,6/30/1934
2436,FOOTE,Expired,9000,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,-84.5928857,44.499952,7/15/1994,6/30/1934
2599,HODENPYL,Expired,17025,CONSUMERS ENERGY CO (MI),MANISTEE R MI,-86.324253,44.2444473,7/15/1994,6/30/1934
2453,FIVE CHANNELS,Expired,6000,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,-84.5928857,44.499952,7/15/1994,6/30/1934
2452,HARDY,Expired,29600,CONSUMERS ENERGY CO (MI),MUSKEGON MI,-86.2483921,43.2341813,7/15/1994,6/30/1934
2468,CROTON,Expired,7473,CONSUMERS ENERGY CO (MI),MUSKEGON RIVER MI,-85.9540653,43.3422691,7/15/1994,6/30/1934
2450,COOKE,Expired,9000,CONSUMERS ENERGY CO (MI),AU SABLE R MI,-83.357567,44.3761046,7/15/1994,6/30/1934
2580,TIPPY,Expired,20100,CONSUMERS ENERGY CO (MI),MANISTEE RIVER MI,-84.8548308,44.9188349,7/15/1994,6/30/1934
2449,LOUD,Expired,4000,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,-84.5928857,44.499952,7/15/1994,6/30/1934
2448,MIO,Expired,3885,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,-84.5928857,44.499952,7/15/1994,6/30/1934
1394,BISHOP CREEK,Active,28565,SOUTHERN CALIFORNIA EDISON CO (CA),BISHOP CR CA,-124.7886446,49.2720941,7/19/1994,6/30/2024
2422,SAWMILL,Active,3174,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN RIVER NH,-70.6995388,44.4097646,8/1/1994,7/31/2024
2287,J. BRODIE SMITH,Active,15000,PUBLIC SERVICE CO OF NH (NH),ANDROSCOGGIN R NH,-70.6995388,44.4097646,8/1/1994,7/31/2024
2311,GORHAM,Active,4800,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN RIVER NH,-70.6995388,44.4097646,8/1/1994,7/31/2024
2300,SHELBURNE,Active,3720,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN RIVER NH,-70.6995388,44.4097646,8/1/1994,7/31/2024
2326,CROSS POWER,Active,3220,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN R NH,-70.6995388,44.4097646,8/1/1994,7/31/2024
2327,CASCADE,Active,7920,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN R NH,-70.6995388,44.4097646,8/1/1994,7/31/2024
2288,GORHAM,Active,2150,PUBLIC SERVICE CO OF NH (NH),ANDROSCOGGIN RIVER NH,-70.6995388,44.4097646,8/1/1994,7/31/2024
2411,SCHOOLFIELD,Active,4550,CITY OF DANVILLE (VA,DAN RIVER VA,-79.2451149,36.6810893,8/26/1994,7/31/2024
2490,TAFTSVILLE,Active,500,GREEN MOUNTAIN POWER CORP (VT),OTTAUQUECHEE RIVER VT,-72.7664614,43.6424759,9/20/1994,8/31/2024
2347,CENTRAL,Active,500,"MIDWEST HYDRO, LLC",ROCK RIVER WI,-88.6410193,43.4010256,9/28/1994,8/31/2024
2333,RUMFORD FALLS,Active,44500,"RUMFORD FALLS HYDRO, LLC.",ANDROSCOGGIN RIVER ME,-69.8695642,43.9703225,10/18/1994,9/30/2024
2608,WEST SPRINGFIELD,Expired,1400,A & D HYDRO INC (MA),WESTFIELD RIVER MA,-72.7071299,42.1249649,10/24/1994,9/30/1934
432,WALTERS,Expired,108600,"DUKE ENERGY PROGRESS, INC.",PIGEON RIVER NC,-82.9040916,35.5016955,11/4/1994,10/31/1934
2489,CAVENDISH,Active,1440,GREEN MOUNTAIN POWER CORP (VT),BLACK RIVER VT,-72.3695724,44.6404744,11/4/1994,10/31/2024
1922,BEAVER FALLS,Active,7100,KETCHIKAN CITY OF (AK),BEAVER FALLS CR AK,-123.1320877,46.1044575,11/7/1994,10/31/2024
2397,GAGE,Expired,700,GREEN MOUNTAIN POWER CORP (VT),PASSUMPSIC RIVER VT,-71.998739,44.4946501,12/8/1994,11/30/1934
2396,PIERCE MILLS,Expired,250,GREEN MOUNTAIN POWER CORP (VT),PASSUMPSIC RIVER VT,-71.998739,44.4946501,12/8/1994,11/30/1934
2400,PASSUMPSIC,Expired,700,GREEN MOUNTAIN POWER CORP (VT),PASSUMPSIC RIVER VT,-71.998739,44.4946501,12/8/1994,11/30/1934
2399,ARNOLD FALLS,Expired,350,GREEN MOUNTAIN POWER CORP (VT),PASSUMPSIC R VT,-72.0275946,44.3767257,12/8/1994,11/30/1934
2459,LAKE LYNN,Active,51200,"LAKE LYNN GENERATION, LLC.",MONONGAHELA RIVER WV,-79.9944514,39.9527136,12/27/1994,11/30/2024
2587,SUPERIOR FALLS,Active,1650,NORTHERN STATES POWER CO (WI),MONTREAL RIVER WI,-90.1059902,46.2710836,1/19/1995,12/31/2024
2513,ESSEX NO 19,Active,8050,GREEN MOUNTAIN POWER CORP (VT),WINOOSKI R VT,-73.1856832,44.491438,3/30/1995,2/28/2025
553,SKAGIT RIVER,Active,689400,SEATTLE CITY OF (WA),SKAGIT R WA,-121.7114362,48.4241961,5/16/1995,4/30/2025
2442,WATERTOWN,Expired,7020,WATERTOWN CITY OF (NY),BLACK RIVER NY,-75.7943671,44.0125639,6/16/1995,5/31/1935
2607,SPENCER MOUNTAIN,Active,640,"ADVANTAGE INVESTMENT GROUP, LLC",SOUTH FORK CATAWBA R NC,-81.1255648,35.761935,7/13/1995,6/30/2025
2506,ESCANABA,Expired,8985,UPPER PENINSULA POWER CO (MI),ESCANABA R MI,-87.0645801,45.7452466,7/13/1995,6/30/1935
2363,CLOQUET,Active,6500,"SAPPI CLOQUET, LLC.",ST LOUIS R MN,-92.3623921,47.7395106,7/13/1995,6/30/2025
2360,ST LOUIS,Expired,87600,"ALLETE, INC",ST LOUIS R MN,-92.3623921,47.7395106,7/13/1995,6/30/1935
11264,COOLEEMEE,Expired,1400,"SOUTH YADKIN POWER,INC. (NC)",SOUTH YADKIN RIVER NC,-80.0751442,35.3952176,8/11/1995,7/31/1935
11322,COLUMBIA WATER SUPPLY,Active,350,TUOLUMNE UTILITIES DISTRICT (CA),COLUMBIA DITCH CA,-120.3771369,38.0548715,8/28/1995,7/31/2025
2444,WHITE RIVER,Active,1000,NORTHERN STATES POWER CO (WI),WHITE RIVER WI,-90.85056,46.53583,8/29/1995,7/31/2025
2431,BRULE,Expired,5335,WISCONSIN ELECTRIC POWER CO (WI),BRULE R WI,-88.0695338,43.1058437,8/29/1995,7/31/1940
2402,PRICKETT,Expired,2200,UPPER PENINSULA POWER CO (MI),STURGEON R MI,-84.6781644,45.4136251,8/29/1995,7/31/1935
2417,HAYWARD,Active,168,NORTHERN STATES POWER CO (WI),NAMEKAGON R WI,-91.045278,46.212778,9/1/1995,11/30/2025
11313,APTHORP,Expired,425,"CLARK, EDWARD M.",AMMONOOSUC RIVER NH,-71.4188696,44.2656035,10/17/1995,9/30/1935
11402,CRYSTAL FALLS,Active,1000,"CRYSTAL FALLS, CITY OF (MI)",PAINT R MI,-84.6947509,44.8928857,10/18/1995,9/30/2025
2535,STEVENS CREEK,Active,17300,SOUTH CAROLINA ELECTRIC&GAS CO (SC),STEVENS CR SC,-82.0251274,33.5982606,11/22/1995,10/31/2025
1267,BUZZARDS ROOST,Expired,15000,GREENWOOD COUNTY (SC),SALUDA RIVER SC,-81.0808182,34.0094625,12/18/1995,11/30/1935
2486,PINE,Active,3600,WISCONSIN ELECTRIC POWER CO (WI),PINE RIVER WI,-89.0772092,44.1521559,12/19/1995,11/30/2025
11408,SALMON RIVER,Expired,36250,"ERIE BOULEVARD HYDROPOWER, L.P.",SALMON R NY,-76.3145568,44.0820857,2/21/1996,1/31/1936
2583,STATION NO 5,Expired,45652,ROCHESTER GAS & ELECTRIC CORP (NY),GENESEE R NY,-77.8658312,41.9892343,2/22/1996,1/31/1936
2582,STATION NO 2,Expired,14800,ROCHESTER GAS & ELECTRIC CORP (NY),GENESEE R NY,-77.8658312,41.9892343,2/22/1996,1/31/1936
2187,GEORGETOWN,Expired,1440,PUBLIC SERVICE CO OF COLORADO (CO),SOUTH CLEAR CREEK CO,-105.6412527,39.6904464,2/28/1996,5/30/1936
5984,OSWEGO FALLS,Expired,7360,"ERIE BOULEVARD HYDROPOWER, L.P.",OSWEGO RIVER NY,-76.4898849,43.4419838,3/15/1996,2/29/1936
1951,SINCLAIR,Expired,45000,GEORGIA POWER CO (GA),OCONEE RIVER GA,-82.5969999,32.1078206,3/19/1996,4/30/1936
2456,AYERS ISLAND,Expired,8400,PUBLIC SERVICE CO OF NH (NH),PEMIGEWASSET RIVER NH,-71.6876396,43.7579192,4/29/1996,3/31/1936
2332,GASTON SHOALS,Expired,8500,"DUKE ENERGY CAROLINAS, LLC.",BROAD RIVER SC,-81.1978114,34.1354828,6/12/1996,5/31/1936
2315,NEAL SHOALS,Expired,4400,SOUTH CAROLINA ELECTRIC&GAS CO (SC),BROAD RIVER SC,-81.1978114,34.1354828,6/17/1996,5/31/1936
2331,NINETY-NINE ISLANDS,Expired,20000,"DUKE ENERGY CAROLINAS, LLC.",BROAD RIVER SC,-81.1978114,34.1354828,6/17/1996,5/31/1936
11077,GOAT LAKE,Expired,4000,ALASKA POWER AND TELEPHONE CO.,PITCHFORK FALLS AK,-135.1963889,59.5311111,7/15/1996,6/30/1946
2291,PORT EDWARDS,Active,3443,DOMTAR WISCONSIN CORP,WISCONSIN R WI,-88.7878678,43.7844397,7/18/1996,6/30/2026
2292,NEKOOSA,Active,3535,DOMTAR WISCONSIN CORP,WISCONSIN R WI,-88.7878678,43.7844397,7/18/1996,6/30/2026
1999,WAUSAU,Active,5400,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,7/18/1996,6/30/2026
2239,KINGS DAM,Active,2509,TOMAHAWK POWER & PULP CO (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,7/18/1996,6/30/2026
2590,WHITING,Active,6368,CONSOLIDATED WATER POWER CO (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,7/18/1996,6/30/2026
2255,CENTRALIA,Active,3324,DOMTAR WISCONSIN CORP,WISCONSIN R WI,-88.7878678,43.7844397,7/18/1996,6/30/2026
2113,WISCONSIN VALLEY (RESERVOIRS),Active,0,WISCONSIN VALLEY IMPROVEM'T CO (WI),WISCONSIN RIVER & HEADWATER TRIBU. WI,-90.1542947,44.570007,7/18/1996,6/30/2026
2256,WISCONSIN RAPIDS,Active,9230,CONSOLIDATED WATER POWER CO (WI),WISCONSIN R WI,-88.7878678,43.7844397,7/18/1996,6/30/2026
2212,ROTHSCHILD,Active,3708,"DOMTAR PAPER COMPANY, LLC.",WISCONSIN R WI,-88.7878678,43.7844397,7/18/1996,6/30/2026
2476,JERSEY,Active,512,WISCONSIN PUBLIC SERVICE CORP (WI),TOMAHAWK R WI,-89.7298594,45.4710792,7/18/1996,6/30/2026
2645,BEAVER RIVER,Active,44800,"ERIE BOULEVARD HYDROPOWER, L.P.",BEAVER R NY,-74.0100295,40.7051474,8/2/1996,7/31/2026
2354,NORTH GEORGIA,Expired,168400,GEORGIA POWER CO (GA),TUGALO RIVER SC,-82.8561111,34.4436111,10/3/1996,9/30/1936
2572,RIPOGENUS,Active,37530,GREAT LAKES HYDRO AMERICA. LLC.,W BR PENOBSCOT R ME,-68.5459386,45.6063956,10/22/1996,9/30/2026
2458,PENOBSCOT MILLS,Active,70810,GREAT LAKES HYDRO AMERICA. LLC.,W BR PENOBSCOT R ME,-68.5459386,45.6063956,10/22/1996,9/30/2026
2579,TWIN BRANCH,Expired,4800,INDIANA MICHIGAN POWER CO (IN),ST JOSEPH RIVER IN,-85.1354575,41.1013405,12/23/1996,11/30/1936
2538,BEEBEE ISLAND,Active,8000,"ERIE BOULEVARD HYDROPOWER, L.P.",BLACK RIVER NY,-75.7943671,44.0125639,12/24/1996,11/30/2026
2569,BLACK RIVER,Active,29600,"ERIE BOULEVARD HYDROPOWER, L.P.",BLACK RIVER NY,-75.7943671,44.0125639,12/24/1996,11/30/2026
2290,KERN RIVER NO 3,Active,40200,SOUTHERN CALIFORNIA EDISON CO (CA),KERN RIVER CA,-118.4538736,35.8075701,12/24/1996,11/30/2026
2550,WEYAUWEGA,Active,400,"N.E.W. HYDRO, LLC.",WAUPACA RIVER WI,-88.8812219,44.3055361,12/27/1996,11/30/2026
11530,MITCHELL MILL DAM,Expired,900,MITCHELL COUNTY (IA),CEDAR River IA,-91.954002,42.2141065,12/27/1996,11/30/1936
11132,EUSTIS,Active,250,KEI (MAINE) POWER MGMT (I) LLC,N.BR.DEAD RIVER ME,-70.6254914,45.3132791,12/27/1996,11/30/2026
2551,BUCHANAN,Expired,4105,INDIANA MICHIGAN POWER CO (IN),ST. JOSEPH RIVER MI,-86.467916,42.1114673,12/31/1996,11/30/1936
1389,RUSH CREEK,Active,11850,SOUTHERN CALIFORNIA EDISON CO (CA),RUSH CREEK CA,-120.8338906,41.305602,2/4/1997,1/31/2027
1388,LEE VINING,Active,11250,SOUTHERN CALIFORNIA EDISON CO (CA),LEE VINING CREEK CA,-119.2700619,37.9554609,2/4/1997,1/31/2027
2640,UPPER HYDRO,Expired,900,FLAMBEAU HYDRO LLC.,NORTH FORK FLAMBEAU RIVER WI,-90.1400229,45.9129753,2/5/1997,1/31/1937
2395,PIXLEY,Expired,960,FLAMBEAU HYDRO LLC.,NORTH FORK FLAMBEAU RIVER WI,-90.1400229,45.9129753,2/5/1997,1/31/1937
2390,BIG FALLS,Expired,9139,NORTHERN STATES POWER CO (WI),FLAMBEAU RIVER WI,-90.4463422,45.9348,2/5/1997,1/31/1937
2421,LOWER HYDRO,Expired,1200,FLAMBEAU HYDRO LLC.,NORTH FORK FLAMBEAU RIVER WI,-90.1400229,45.9129753,2/5/1997,1/31/1937
2475,THORNAPPLE,Expired,1400,NORTHERN STATES POWER CO (WI),FLAMBEAU RIVER WI,-90.4463422,45.9348,2/5/1997,1/31/1937
2473,CROWLEY RAPIDS,Expired,1500,FLAMBEAU HYDRO LLC.,FLAMBEAU NORTH FORK WI,-90.6470059,45.8473748,2/5/1997,1/31/1937
2705,NEWHALEM CREEK,Active,2125,SEATTLE CITY OF (WA),NEWHALEM CREEK WA,-121.2499207,48.6649684,2/7/1997,1/31/2027
10854,CATARACT,Active,2000,"UP HYDRO, LLC",MIDDLE BRANCH OF ESCANABA RIVER MI,-87.8880269,46.4969493,2/7/1997,1/31/2027
2438,WATERLOO & SENECA FALLS,Expired,7440,SENECA FALLS POWER CORPORATION,SENECA RIVER NY,-76.3470861,43.1611177,2/13/1997,2/28/1937
1862,NISQUALLY RIVER,Expired,115687,CITY OF TACOMA (WA),NISQUALLY RIVER WA,-121.731767,46.806451,3/7/1997,2/28/1937
10703,YELM,Expired,12000,CENTRALIA CITY OF (WA),NISQUALLY RIVER WA,-121.731767,46.806451,3/7/1997,2/28/1937
2496,LEABURG-WALTERVILLE,Expired,23200,EUGENE WATER & ELECTRIC BOARD,MCKENZIE RIVER OR,-122.5729002,44.1625446,3/24/1997,2/28/1937
2334,GARDNERS FALLS,Expired,3580,"EP ENERGY MASSACHUSETTS, LLC.",DEERFIELD MA,-72.6056435,42.5445588,4/4/1997,3/31/1937
2323,DEERFIELD RIVER,Expired,76910,TRANSCANADA HYDRO NORTHEAST INC.,DEERFIELD RIVER VT,-72.7865699,42.6566264,4/4/1997,3/31/1937
2394,CHALK HILL,Expired,7800,WISCONSIN ELECTRIC POWER CO (WI),MENOMINEE RIVER WI,-87.6744719,45.1246776,5/7/1997,4/30/1937
2433,GRAND RAPIDS,Expired,7150,WISCONSIN PUBLIC SERVICE CORP (WI),MENOMINEE RIVER WI,-87.6744719,45.1246776,5/7/1997,4/30/1937
2357,WHITE RAPIDS,Expired,8000,WISCONSIN ELECTRIC POWER CO (WI),MENOMINEE RIVER WI,-87.6744719,45.1246776,5/7/1997,4/30/1937
2536,LITTLE QUINNESEC,Expired,9100,"NORTHBROOK WISCONSIN, LLC.",MENOMINEE RIVER WI,-87.6744719,45.1246776,5/7/1997,4/30/1937
2275,SALIDA HYDRO NOS. 1 & 2,Active,1310,PUBLIC SERVICE CO OF COLORADO (CO),SOUTH FORK ARKANSAS RIVER CO,-106.2016465,38.5662731,5/7/1997,4/30/2027
10805,HATFIELD,Expired,7200,"MIDWEST HYDRAULIC COMPANY, LLC",BLACK RIVER WI,-92.14722,46.56222,5/8/1997,4/30/1937
710,SHAWANO,Expired,700,WOLF RIVER HYDRO LMT PARTNERSHIP,WOLF RIVER WI,-88.8263006,44.2039702,5/16/1997,4/30/1937
3574,TIBER DAM,Expired,7500,"TIBER MONTANA, LLC","TIBER DAM, MARIAS RIVER MT",NA,NA,6/2/1997,5/31/1947
2595,HIGH FALLS,Expired,7000,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,-87.699914,45.0139089,6/26/1997,5/31/1937
10856,AU TRAIN,Expired,900,"UP HYDRO, LLC",UPPER AU TRAIN RIVER MI,-86.850591,46.3400532,6/26/1997,5/31/1937
2522,JOHNSON FALLS,Expired,3500,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,-87.699914,45.0139089,6/26/1997,5/31/1937
2581,PESHTIGO,Expired,600,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,-87.699914,45.0139089,6/26/1997,5/31/1937
2546,SANDSTONE RAPIDS,Expired,3840,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,-87.699914,45.0139089,6/26/1997,5/31/1937
11437,JORDAN DAM,Expired,4400,JORDAN HYDROELECTRIC L.P.,HAW RIVER NC,-79.3641862,36.091526,6/26/1997,5/31/1947
2525,CALDRON FALLS,Expired,6400,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,-87.699914,45.0139089,6/26/1997,5/31/1937
2560,POTATO RAPIDS,Expired,1400,WISCONSIN PUBLIC SERVICE CORP (WI),PESHTIGO RIVER WI,-87.699914,45.0139089,6/26/1997,5/31/1937
11482,MARCAL,Expired,1310,KEI (MAINE) POWER MGMT (IV) LLC,LITTLE ANDROSCOGGIN RIVER ME,-70.6239498,44.3329217,7/17/1997,6/30/1937
1517,UPPER MONROE,Active,250,MONROE CITY CITY OF (UT),SHINGLE CREEK UT,-111.0999278,40.644794,8/29/1997,7/31/2027
2584,STATION 26,Expired,3000,ROCHESTER GAS & ELECTRIC CORP (NY),GENESEE RIVER NY,-77.6274796,43.1768415,10/17/1997,9/30/1937
2523,OCONTO FALLS,Active,1320,"N.E.W. HYDRO, LLC.",OCONTO RIVER WI,-88.1436563,44.8721135,11/20/1997,11/20/2027
2329,WYMAN,Expired,83700,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,-69.8389992,43.9931655,11/25/1997,10/31/1936
2671,MOOSEHEAD LAKE (STORAGE),Expired,0,KENNEBEC WATER POWER CO (ME),KENNEBEC RIVER ME,-69.8389992,43.9931655,11/25/1997,10/31/1936
2325,WESTON,Expired,15980,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,-69.8389992,43.9931655,11/25/1997,10/31/1936
11163,SOUTH BERWICK,Expired,1200,CONSOLIDATED HYDRO NH INC (CT),SALMON FALLS RIVER NH,-70.8194279,43.1957051,12/9/1997,11/30/1937
1651,SWIFT CREEK,Expired,1537,"LOWER VALLEY ENERGY, INC.(WY)",SWIFT CREEK WY,-114.3353199,48.2772346,12/19/1997,11/30/1947
11286,ABBEVILLE,Active,2600,CITY OF ABBEVILLE,ROCKY RIVER SC,-80.6403425,34.6786388,12/24/1997,11/30/2027
11243,POWER CREEK,Expired,6000,CORDOVA ELECTRIC COOP INC (AK),POWER CREEK AK,-145.6081039,60.5888194,12/24/1997,11/30/1947
11393,MAHONEY LAKE,Expired,9600,CITY OF SAXON,UPPER MAHONEY LAKE AK,-131.5581292,55.4107276,1/22/1998,12/31/1947
2529,BONNY EAGLE,Expired,7200,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,-70.868548,43.8023808,2/26/1998,1/31/1938
2527,SKELTON,Expired,21600,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,-70.868548,43.8023808,2/26/1998,1/31/1938
2712,STILLWATER,Expired,1950,"BLACK BEAR DEVELOPMENT HOLDINGS,LLC",STILLWATER BRANCH PENOBSCOT RIVER ME,-68.8178022,44.4455184,4/20/1998,3/31/1948
2403,VEAZIE,Expired,8400,PENOBSCOT RIVER RESTORATION TRUST,PENOBSCOT RIVER ME,-68.8178022,44.4455184,4/20/1998,3/31/1938
2534,MILFORD,Expired,8000,"BLACK BEAR HYDRO PARTNERS, LLC",STILLWATER ME,-68.6864219,44.9084022,4/20/1998,3/31/1938
2663,PILLAGER,Active,1520,"ALLETE, INC",MISSISSIPPI RIVER MN,-90.3668194,38.342773,4/27/1998,3/31/2028
1930,KERN RIVER NO 1,Active,26300,SOUTHERN CALIFORNIA EDISON CO (CA),KERN RIVER CA,-118.4538736,35.8075701,6/16/1998,5/31/2028
11617,VARICK-HIGH DAM #21 T.L.,Expired,0,NIAGARA MOHAWK POWER CORP (NY), NY,-74.0059413,40.7127837,7/8/1998,10/31/1931
1835,NORTH PLATTE/KEYSTONE DIVERSION,Expired,26000,NEBRASKA PUBLIC POWER DISTRICT (NE),CANAL FROM N&S PLATTE RIVERS NE,5.23991,49.5764104,7/29/1998,6/30/1938
1417,KINGSLEY DAM,Expired,105900,CENTRAL NEBRASKA PUB P&I DIST (NE),PLATTE RIVER NE,-95.8869553,41.0571362,7/29/1998,6/30/1938
460,CUSHMAN,Expired,131000,CITY OF TACOMA (WA),NORTH FORK SKOKOMISH RIVER WA,-121.453225,47.8556242,7/30/1998,6/30/1958
10819,DWORSHAK,Expired,2500,IDAHO WATER RESOURCE BOARD,NORTH FORK OF CLEARWATER RIVER ID,-115.4620434,46.8137567,8/4/1998,7/31/1948
8277,OTIS,Expired,10350,"VERSO ANDROSCOGGIN POWER, LLC.",ANDROSCOGGIN RIVER ME,-69.8695642,43.9703225,9/16/1998,9/15/1948
11546,MUNICIPAL POWER DAM,Active,550,CITY OF THIEF RIVER FALLS UTILITIES,RED LAKE RIVER MN,-96.1611004,47.9451077,9/16/1998,8/31/2028
2375,RILEY-JAY-LIVERMORE,Expired,19725,"VERSO ANDROSCOGGIN POWER, LLC.",ANDROSCOGGIN RIVER ME,-69.8695642,43.9703225,9/16/1998,9/15/1948
10809,SECORD,Active,1200,"BOYCE HYDRO POWER, LLC.",TITTABAWASSEE RIVER MI,-84.1780563,43.530073,10/16/1998,9/30/2028
10810,SMALLWOOD,Active,1200,"BOYCE HYDRO POWER, LLC.",TITTABAWASSEE RIVER MI,-84.1780563,43.530073,10/16/1998,9/30/2028
10808,EDENVILLE,Active,4800,"BOYCE HYDRO POWER, LLC.",TITTABAWASSEE & TABACCO RIVERS MI,-84.1224036,43.5059061,10/16/1998,9/30/2028
11509,"CITY OF ALBANY,OREGON HYDRO",Expired,500,"CITY OF ALBANY, OREGON",SOUTH SANTIAM RIVER OR,-122.4450594,44.3985897,10/23/1998,9/30/1948
